Codigo,Nombre,Tipo,Estado,CodigoOrganismoPublico,NombreOrganismoPublico,FechaCreacion,FechaCierre,CodigoProveedorConsultado,FechaConsulta
1511-286-CM26,"O.C CARGA DE TARJETA ALIMENTACION PARA FUNCIONARIOS Y FUNCIONARIAS DEL HOSPITAL DE CONSTITUCION EN CALIDAD DE TITULAR, CONTRATA Y REEMPLAZOS CORRESPONDIENTES FEBRERO 2026(REEMPLAZOS) Y MARZO 2026 (TITULARES Y CONTRATAS)1511-284-CM26 1511-286-CM26",6,27693,2026-03-05
1529-58-CM26,BENEFICIO CARGA DE ALIMENTACION FUNCIONARIOS MES DE FEBRERO 2026,12,27693,2026-03-05
1952-279-SE26,1952-209-LR24 RECARGA EDENRED MES DICIEMBRE 2025,12,27693,2026-03-05
1965-92-SE26,D.R -SERV. SALA CUNA MES FEBRERO,6,27693,2026-03-05
3172-44-CM26,"RECARGA ALIMENTACIÓN PERSONAL DEPARTAMENTO CUARTELES L.1, MES DE FEBRERO 2026",6,27693,2026-03-05
3483-70-CM26,FI_TARJETA DE SUPERMERCADO ,4,27693,2026-03-05
3950-335-CM26,Carga Beneficio Alimentación Funcionarios CLJ Mes Enero:   3950-335-CM26,6,27693,2026-03-05
5701-12-CM26,ADQUISICION ALIMENTACION FEBRERO 2026 ,4,27693,2026-03-05
605-93-CM26,Orden de Compra: 605-93-CM26,12,27693,2026-03-05
651-35-CM26,tarjetas vestuarios auxiliares serviu,4,27693,2026-03-05
651-37-SE26,sala cuna periodo febrero 2026,6,27693,2026-03-05
651-38-SE26,sala cuna febrero 2026,6,27693,2026-03-05
688-20-CM26,Orden de Compra: 688-20-CM26,12,27693,2026-03-05
732434-4-CM26,Adq. beneficio de alimentación 2026,12,27693,2026-03-05
952946-22-CM26,ADQUISICIÓN DE TARJETAS DE ALIMENTACIÓN,12,27693,2026-03-05
1057389-1374-CM26,Recarga tarjeta alimentación febrero,4,27693,2026-03-06
5701-12-CM26,ADQUISICION ALIMENTACION FEBRERO 2026 ,6,27693,2026-03-06
5751-39-CM26,Orden de Compra: 5751-39-CM26,12,27693,2026-03-06
1057389-1374-CM26,Recarga tarjeta alimentación febrero,6,27693,2026-03-06
1057544-28198-SE25,ORDEN DE COMPRA DESDE GRAN COMPRA 78834,12,27693,2026-03-06
1288819-10-CM26,Vestuario DRA Orden de Compra: 1288819-10-CM26,6,27693,2026-03-06
1288819-9-CM26,Orden de Compra: 1288819-9-CM26,6,27693,2026-03-06
1626-31-CM26,Beneficio de alimentación febrero,12,27693,2026-03-06
1655-44-SE26,FOLIO Nº18 + 1331709-1-LR25 + MTR,12,27693,2026-03-06
2215-1948-TD25,Orden de Compra generada por Trato Directo ID 2215-129-FTD25,12,27693,2026-03-06
2215-205-SE26,BENEFICIO DE ALIMENTACION (RECARGA),12,27693,2026-03-06
3483-70-CM26,FI_TARJETA DE SUPERMERCADO ,12,27693,2026-03-06
4146-3-CM26,ADQUISICIÓN DEL BENEFICIO DE RECARGO DE ALIMENTACIÓN PARA EL PERSONAL MES DE MARZO,12,27693,2026-03-06
5078-3-SE26,SALA CUNA ENE 2026,6,27693,2026-03-06
5078-4-SE26,COMISION S.CUNA  FEB 2026,6,27693,2026-03-06
5701-12-CM26,ADQUISICION ALIMENTACION FEBRERO 2026 ,6,27693,2026-03-06
5751-39-CM26,Orden de Compra: 5751-39-CM26,12,27693,2026-03-06
1057370-155-CM26, RECARGA TARJETA COLACIONES NOCTURNA FUNCIONARIOS MARZO 2026,4,27693,2026-03-06
1057384-209-CM26,Orden de Compra: 1057384-209-CM26,4,27693,2026-03-06
1057389-1374-CM26,Recarga tarjeta alimentación febrero,6,27693,2026-03-06
1057512-163-CM26,ALIMENTACION MARZO 2026,12,27693,2026-03-06
1057544-28198-SE25,ORDEN DE COMPRA DESDE GRAN COMPRA 78834,12,27693,2026-03-06
1079969-44-CM26,BENEFICIO RECARGA TARJETA DE ALIMENTACIÓN MES FEBRERO POR UN VALOR TOTAL DE $585.000 PARA LA PM ZOSEPCAR ,12,27693,2026-03-06
1157285-2-CM26,Giftcard,4,27693,2026-03-06
1242121-124-SE26,ORDEN DE COMPRA DESDE 1242121-26-LR23,12,27693,2026-03-06
1288819-10-CM26,Vestuario DRA Orden de Compra: 1288819-10-CM26,6,27693,2026-03-06
1288819-9-CM26,Orden de Compra: 1288819-9-CM26,6,27693,2026-03-06
1602-17-SE23,Servicio Administración del beneficio de sala cuna,12,27693,2026-03-06
1626-31-CM26,Beneficio de alimentación febrero,12,27693,2026-03-06
1655-44-SE26,FOLIO Nº18 + 1331709-1-LR25 + MTR,12,27693,2026-03-06
1681-156-CM26,BENEFICIO ALIMENTACIÓN PROFESIONALES Y MÉDICOS MAR/2026,12,27693,2026-03-06
1681-159-CM26,"BENEFICIO ALIMENTACIÓN TÉCNICOS, ADMINIST. Y AUXILIARES MAR/2026",12,27693,2026-03-06
2215-1948-TD25,Orden de Compra generada por Trato Directo ID 2215-129-FTD25,12,27693,2026-03-06
2215-205-SE26,BENEFICIO DE ALIMENTACION (RECARGA),12,27693,2026-03-06
3409-30-CM26,ADQUISICION DE RECARGA DE TARJETA DE ALIMENTACION,12,27693,2026-03-06
3474-134-CM26,RECARGA DE TARJETA DE ALIMENTACION ASPIRANTES A OFICIALES DAC 4TO. ESCUADRON ,4,27693,2026-03-06
3483-70-CM26,FI_TARJETA DE SUPERMERCADO ,12,27693,2026-03-06
3849-3-CM26,RECARGA ALIMENTACION FISCAL MES ENERO Y FEBRERO,4,27693,2026-03-06
4055-68-AG26,ADQUISICIÓN DE GIFT CARD DE VESTUARIOS 4055-47-COT26,6,27693,2026-03-06
4146-3-CM26,ADQUISICIÓN DEL BENEFICIO DE RECARGO DE ALIMENTACIÓN PARA EL PERSONAL MES DE MARZO,12,27693,2026-03-06
5078-3-SE26,SALA CUNA ENE 2026,6,27693,2026-03-06
5078-4-SE26,COMISION S.CUNA  FEB 2026,6,27693,2026-03-06
5701-12-CM26,ADQUISICION ALIMENTACION FEBRERO 2026 ,6,27693,2026-03-06
5751-39-CM26,Orden de Compra: 5751-39-CM26,12,27693,2026-03-06
626788-6-CM26,Adquisición de recarga de tarjetas de alimentación. FONDOS PRESUPUESTARIOS,4,27693,2026-03-06
776-1179-SE25,VGT - SERVICIO DE ADMINISTRACIÓN DE SALA CUNA Y JARDÍN INFANTIL PARA LOSAS HIJOSAS DE LOSAS FUNCIONARIOSAS DE LA PRESIDENCIA DE LA REPÚBLICA DESDE 776-35-LP25,12,27693,2026-03-06
885-154-CM26,Tarjetas de alimentación 2026,4,27693,2026-03-06
952946-21-CM26,ADQUISICIÓN DE TARJETA DE SUPERMERCADO,12,27693,2026-03-06
1704-4966-SE25,TARJETAS DE ALIMETACION PARA FUNCIONARIO CM 774647,12,27693,2026-03-07
1704-4966-SE25,TARJETAS DE ALIMETACION PARA FUNCIONARIO CM 774647,12,27693,2026-03-07
881-36-CM26,"OC 881-36-CM26, ROPA TRABAJO GORE ANTOFAGASTA 2026",4,27693,2026-03-09
1057496-173-CM26,Adquisición vales de alimentación funcionarios Enero,12,27693,2026-03-09
1079967-80-CM26,Orden de Compra: 1079967-80-CM26 / ADQUISICION DE ALIMENTACION FISCAL DEL CAODI ZONA NORTE,4,27693,2026-03-09
1288-103-SE26,RECARGA TARJETA ALIMENTACION MARZO (VCC),12,27693,2026-03-09
3787-6-CM26,CARGA BENEFICIO ALIMENTACIÓN FEBRERO,12,27693,2026-03-09
881-36-CM26,"OC 881-36-CM26, ROPA TRABAJO GORE ANTOFAGASTA 2026",4,27693,2026-03-09
1057496-173-CM26,Adquisición vales de alimentación funcionarios Enero,12,27693,2026-03-09
1079967-80-CM26,Orden de Compra: 1079967-80-CM26 / ADQUISICION DE ALIMENTACION FISCAL DEL CAODI ZONA NORTE,4,27693,2026-03-09
1288-103-SE26,RECARGA TARJETA ALIMENTACION MARZO (VCC),12,27693,2026-03-09
1465-108-CM26,CM ALIMENTACIÓN FUNCIONARIA MES DE MARZO,12,27693,2026-03-09
2021-8-CM26,DAG N°10000/01 la Gran Compra: 80535 RECARGA DE TARJETAS ALIMENTACION ,12,27693,2026-03-09
3787-6-CM26,CARGA BENEFICIO ALIMENTACIÓN FEBRERO,12,27693,2026-03-09
752-51-CM26,Vestuario y Calzados para funcionarios Administrativos y Conductores,9,27693,2026-03-09
752-52-CM26,Giftcard de Vestuario y Calzado para funcionarios Administrativos,4,27693,2026-03-09
881-36-CM26,"OC 881-36-CM26, ROPA TRABAJO GORE ANTOFAGASTA 2026",4,27693,2026-03-09
1057420-116-CM26,CM- RECARGA DE TARJETAS DE ALIMENTACION MES DE ENERO 2026 ITEM 22.01.001.002 HFCH50052 (ism),12,27693,2026-03-09
1057496-173-CM26,Adquisición vales de alimentación funcionarios Enero,12,27693,2026-03-09
1057500-771-SE24,SERVICIO DE BENEFICIO INSTITUCIONAL DE ALIMENTACIÓN DESDE 1057500-80-LR24,12,27693,2026-03-09
1057531-99-CM26,Carga Tarjetas Alimentación HRN febrero 2026 con Dcto ENERO 2026,4,27693,2026-03-09
1057532-207-CM26,F2-017-AVP//Adquisicion de Entrega de Beneficios Y Tarjetas de Beneficios Institucionales de Capacitación del Año 2026 para Funcionarios Ley 18834 .-,12,27693,2026-03-09
1057532-288-SE26,CC-RUA/Beneficio Alimentación Febrero 2026,12,27693,2026-03-09
1079967-80-CM26,Orden de Compra: 1079967-80-CM26 / ADQUISICION DE ALIMENTACION FISCAL DEL CAODI ZONA NORTE,4,27693,2026-03-09
1178410-13-CM26,03 TARJETA DE ALIMENTACIÓN -  1178410-13-CM26,12,27693,2026-03-09
1288-103-SE26,RECARGA TARJETA ALIMENTACION MARZO (VCC),12,27693,2026-03-09
1465-108-CM26,CM ALIMENTACIÓN FUNCIONARIA MES DE MARZO,12,27693,2026-03-09
1965-92-SE26,D.R -SERV. SALA CUNA MES FEBRERO,12,27693,2026-03-09
2021-8-CM26,DAG N°10000/01 la Gran Compra: 80535 RECARGA DE TARJETAS ALIMENTACION ,12,27693,2026-03-09
2202-330-CM26,Orden de Compra: 2202-330-CM26,12,27693,2026-03-09
3474-114-CM26,RECARGA DE TARJETA DE ALIMENTACION ASPOF DAC ESCUADRÓN EXTRAORDINARIO ,12,27693,2026-03-09
